product_code,name,slug,url,parent_category,category,price_min_diamond,price_min_titanium,price_max,processing_time_days_from,processing_time_days_to,fulfil_location_codes,suppliers,option_labels,variant_combinations,image_count
LJL1,Leather Journal,leather-journal-ljl1,https://printway.io/product/leather-journal-ljl1,Home and Living,Keepsakes,14.74,15.24,15.24,5,7,CN,Dogeprint,Size,1,6
PEDTN,Personalized Engraved Dog Tag Necklace,personalized-engraved-dog-tag-necklace-pedtn,https://printway.io/product/personalized-engraved-dog-tag-necklace-pedtn,Home and Living,Keepsakes,,,6.99,1,3,VN,Printway,Color|Style,8,8
PLGB,Personalized Guest Book,personalized-guest-book-plgb,https://printway.io/product/personalized-guest-book-plgb,Home and Living,Keepsakes,12.99,13.54,20.24,1,3,VN,Printway,Material|Style|Size,2,8
PMMF,Personalized Milestone Memories Frame,personalized-milestone-memories-frame-pmmf,https://printway.io/product/personalized-milestone-memories-frame-pmmf,Home and Living,Keepsakes,19.24,19.74,21.74,1,3,VN,Printway,Style|Size|Title,2,11
PLP,Photo Lapel Pin,photo-lapel-pin-plp,https://printway.io/product/photo-lapel-pin-plp,Home and Living,Keepsakes,,,6.45,1,3,VN,Printway,Material|Color|Size,4,7
WMB,Wooden Memorial Box,wooden-memorial-box-wmb,https://printway.io/product/wooden-memorial-box-wmb,Home and Living,Keepsakes,5.24,5.74,8.49,1,3,VN,Printway,Size,3,12
3LSFM,3 Layered Shaker Fridge Magnet,3-layered-shaker-fridge-magnet-3lsfm,https://printway.io/product/3-layered-shaker-fridge-magnet-3lsfm,Home and Living,Kitchen & Dining,5.99,6.49,9.49,1,3,VN,Printway,Style|Size,5,6
AOMT,AOP Oven Mitt,aop-oven-mitt-aomt,https://printway.io/product/aop-oven-mitt-aomt,Home and Living,Kitchen & Dining,13.74,14.24,14.74,5,7,CN,Dogeprint,Size,2,7
SCTZJ,AOP Shower Curtain,aop-shower-curtain-sctzj,https://printway.io/product/aop-shower-curtain-sctzj,Home and Living,Kitchen & Dining,20.4,21.4,24.1,5,7,CN,Coco|Relaxlines,Size,6,6
AOPPH,All-over Print Pot Holder,all-over-print-pot-holder-aopph,https://printway.io/product/all-over-print-pot-holder-aopph,Home and Living,Kitchen & Dining,12.24,12.74,12.74,5,7,CN,Dogeprint,Size,1,7
BTB,Biscuit Tin Box,biscuit-tin-box-btb,https://printway.io/product/biscuit-tin-box-btb,Home and Living,Kitchen & Dining,13.25,13.75,17.75,3,5,CN,Cjzesty,Size,3,7
CA,Custom Apron,custom-apron-ca,https://printway.io/product/custom-apron-ca,Home and Living,Kitchen & Dining,10.3,11.3,12.8,3,5,CN,Hui Hong,Size|Style,16,10
CSDC,Custom Shape Drink Coaster,custom-shape-drink-coaster-csdc,https://printway.io/product/custom-shape-drink-coaster-csdc,Home and Living,Kitchen & Dining,3.14,3.44,5,1,3,VN,Printway,Material|Size,10,18
CSDCAT,Custom Shape Drink Coaster And Tag,custom-shape-drink-coaster-and-tag-csdcat,https://printway.io/product/custom-shape-drink-coaster-and-tag-csdcat,Home and Living,Kitchen & Dining,3.24,3.74,4.99,1,3,VN,Printway,Material|Size,9,6
CSFM,Custom Shape Fridge Magnet,custom-shape-fridge-magnet-csfm,https://printway.io/product/custom-shape-fridge-magnet-csfm,Home and Living,Kitchen & Dining,2.05,2.35,10.95,1,3,VN,Pentifine VN|Printway,Material|Style|Size,80,14
CSLSF,Custom Shape Light Switch Frames,custom-shape-light-switch-frames-cslsf,https://printway.io/product/custom-shape-light-switch-frames-cslsf,Home and Living,Kitchen & Dining,3.25,3.75,4.75,1,3,VN,Printway,Material|Style|Size,2,7
CSSTT,Custom Shape Straw Topper,custom-shape-straw-topper-csstt,https://printway.io/product/custom-shape-straw-topper-csstt,Home and Living,Kitchen & Dining,1.8,2,2.79,1,3,VN,Printway,Material|Style|Size,4,9
CNH,Customized Napkin Holder,customized-napkin-holder-cnh,https://printway.io/product/customized-napkin-holder-cnh,Home and Living,Kitchen & Dining,5,5.5,5.5,1,3,VN,Printway,Material|Size,1,8
DWC,Dishwasher Cover,dishwasher-cover-dwc,https://printway.io/product/dishwasher-cover-dwc,Home and Living,Kitchen & Dining,4.8,5.8,6.8,1,3,VN,Printway,Size,2,7
EBCR,Embroidered Coaster,embroidered-coaster-ebcr,https://printway.io/product/embroidered-coaster-ebcr,Home and Living,Kitchen & Dining,12.24,12.74,12.74,3,5,CN,Dogeprint,Size,1,12
KCT,Kitchen Towel,kitchen-towel-kct,https://printway.io/product/kitchen-towel-kct,Home and Living,Kitchen & Dining,10.5,11,11,3,5,CN,Cjzesty,Size,1,7
LACT,Leather Coaster,leather-coaster-lact,https://printway.io/product/leather-coaster-lact,Home and Living,Kitchen & Dining,,,4.24,1,3,VN,Printway,Style|Title|Color,16,7
LWTB,Leather Wine Tote Bag,leather-wine-tote-bag-lwtb,https://printway.io/product/leather-wine-tote-bag-lwtb,Home and Living,Kitchen & Dining,14.5,15,17,3,5,CN,Cjzesty,Color|Style,10,9
LTR,Linen Table Runner,linen-table-runner-ltr,https://printway.io/product/linen-table-runner-ltr,Home and Living,Kitchen & Dining,16.5,17,24,3,5,CN,Cjzesty,Size,8,9
MFSNO,Magnetic Fridge Sticky Note Organizer,magnetic-fridge-sticky-note-organizer-mfsno,https://printway.io/product/magnetic-fridge-sticky-note-organizer-mfsno,Home and Living,Kitchen & Dining,4.75,5.25,6.75,1,3,VN,Printway,Style|Size|Title,4,7
PWTB,Personalized Wooden Tissue Box,personalized-wooden-tissue-box-pwtb,https://printway.io/product/personalized-wooden-tissue-box-pwtb,Home and Living,Kitchen & Dining,8.49,8.99,8.99,1,3,VN,Printway,Size,1,7
PWWB,Personalized Wooden Wine Bottle Box,personalized-wooden-wine-bottle-box-pwwb,https://printway.io/product/personalized-wooden-wine-bottle-box-pwwb,Home and Living,Kitchen & Dining,14.49,14.99,14.99,1,3,VN,Printway,Size,1,11
PLMKUS,Plant Marker - US,plant-marker-us-plmkus,https://printway.io/product/plant-marker-us-plmkus,Home and Living,Kitchen & Dining,2.65,2.95,11.06,2,3,US,Pentifine,Material|Style|Size,60,7
CTBR1,Window Curtains,window-curtains-ctbr1,https://printway.io/product/window-curtains-ctbr1,Home and Living,Kitchen & Dining,29.3,30.3,45.5,3,5,CN,Coco,Size,8,6
WNCD,Wine Caddy,wine-caddy-wncd,https://printway.io/product/wine-caddy-wncd,Home and Living,Kitchen & Dining,5,6,8.5,1,3,VN,Printway,Style|Size|Title,4,7
WBATC,Wooden Beer and Treat Case,wooden-beer-and-treat-case-wbatc,https://printway.io/product/wooden-beer-and-treat-case-wbatc,Home and Living,Kitchen & Dining,11,13,14,1,3,VN,Printway,Size|Style,4,11
WCU,Wooden Cooking Utensils,wooden-cooking-utensils-wcu,https://printway.io/product/wooden-cooking-utensils-wcu,Home and Living,Kitchen & Dining,4.24,4.74,4.74,1,3,VN,Printway,Style|Title,3,8
WPFM,Wooden Picture Frame Magnet,wooden-picture-frame-magnet-wpfm,https://printway.io/product/wooden-picture-frame-magnet-wpfm,Home and Living,Kitchen & Dining,5.49,6.49,7.49,1,3,VN,Printway,Size,3,6
AFNL,Acrylic Frame Night Light,acrylic-frame-night-light-afnl,https://printway.io/product/acrylic-frame-night-light-afnl,Home and Living,Lights,11.49,11.99,13.99,1,3,VN,Printway,Style|Size,8,15
ACML,Acrylic Message Lamp,acrylic-message-lamp-acml,https://printway.io/product/acrylic-message-lamp-acml,Home and Living,Lights,11,12,14.5,1,3,VN,Printway,Size,2,9
CBNL,Crystal Ball Night Light,crystal-ball-night-light-cbnl,https://printway.io/product/crystal-ball-night-light-cbnl,Home and Living,Lights,13.24,13.74,27.74,3,5,CN,Cjzesty|Relaxlines,Size|Style,12,11
C3DLLPWB,Custom 3D Led Light Pine Wooden Base,custom-3d-led-light-pine-wooden-base-c3dllpwb,https://printway.io/product/custom-3d-led-light-pine-wooden-base-c3dllpwb,Home and Living,Lights,7.75,8.75,12.25,1,3,VN,Printway,Style|Size|Title,8,17
C3DLN,Custom 3D Led Night Light,custom-3d-led-night-light-c3dln,https://printway.io/product/custom-3d-led-night-light-c3dln,Home and Living,Lights,4,4.5,8.21,1,3,VN,Printway,Style,4,12
C3DMLLWB,Custom 3D Monochrome Led Light With Wooden Base,custom-3d-monochrome-led-light-with-wooden-base-c3dmllwb,https://printway.io/product/custom-3d-monochrome-led-light-with-wooden-base-c3dmllwb,Home and Living,Lights,2.5,3.5,14.5,1,3,VN,Printway,Material|Size|Title,54,14
3DMNLWBUS,Custom 3D Monochrome Led Light With Wooden Base - US,custom-3d-monochrome-led-light-with-wooden-base-us-3dmnlwbus,https://printway.io/product/custom-3d-monochrome-led-light-with-wooden-base-us-3dmnlwbus,Home and Living,Lights,9.49,10.49,14.49,3,4,US,Pentifine,Material|Size|Title,4,8
CDMLLWB,Custom 3D Multicolor Led Light With Wooden Base,custom-3d-multicolor-led-light-with-wooden-base-cdmllwb,https://printway.io/product/custom-3d-multicolor-led-light-with-wooden-base-cdmllwb,Home and Living,Lights,2.5,3.5,19,1,3,VN,Printway,Material|Size|Title,54,14
CAAC,Custom Acrylic Advent Calendar,custom-acrylic-advent-calendar-caac,https://printway.io/product/custom-acrylic-advent-calendar-caac,Home and Living,Lights,7.49,7.99,10.99,1,3,VN,Printway,Size|Style,4,9
CNNL,Custom Acrylic Name Night Light,custom-acrylic-name-night-light-cnnl,https://printway.io/product/custom-acrylic-name-night-light-cnnl,Home and Living,Lights,7.79,8.29,18,1,3,VN,Printway,Style|Size|Title,24,9
CNNLP,Custom Acrylic Name Night Light Pine Wood Base,custom-acrylic-name-night-light-pine-wood-base-cnnlp,https://printway.io/product/custom-acrylic-name-night-light-pine-wood-base-cnnlp,Home and Living,Lights,9.2,10.2,18,1,3,VN,Printway,Style|Size|Title,32,10
CIALL,Custom Interlocking Acrylic Led Light,custom-interlocking-acrylic-led-light-ciall,https://printway.io/product/custom-interlocking-acrylic-led-light-ciall,Home and Living,Lights,12,13,19.5,1,3,VN,Printway,Style|Size|Title,8,9
PRNL,Custom Printed Round Night Light,custom-printed-round-night-light-prnl,https://printway.io/product/custom-printed-round-night-light-prnl,Home and Living,Lights,7,7.5,7.75,1,3,VN,Printway,Size|Title|Style,2,8
CSHLUD,Custom Shape 1-Layer Acrylic LED Light Display Stand,custom-shape-1-layer-acrylic-led-light-display-stand-cshlud,https://printway.io/product/custom-shape-1-layer-acrylic-led-light-display-stand-cshlud,Home and Living,Lights,8.75,9.25,9.75,1,3,VN,Printway,Size|Style,2,9
AWLED,Custom Shape 2-Layer Acrylic And Wooden LED Night Light,custom-shape-2-layer-acrylic-and-wooden-led-night-light-awled,https://printway.io/product/custom-shape-2-layer-acrylic-and-wooden-led-night-light-awled,Home and Living,Lights,11,12,14.75,1,3,VN,Printway,Size|Title|Style,8,11
2LALED,Custom Shape 2-Layer Acrylic LED Night Light,custom-shape-2-layer-acrylic-led-night-light-2laled,https://printway.io/product/custom-shape-2-layer-acrylic-led-night-light-2laled,Home and Living,Lights,11,12,14.75,1,3,VN,Printway,Size|Title|Style,8,11
2LMLED,Custom Shape 2-Layer Mirror Acrylic LED Light with Wooden Base,custom-shape-2-layer-mirror-acrylic-led-light-with-wooden-base-2lmled,https://printway.io/product/custom-shape-2-layer-mirror-acrylic-led-light-with-wooden-base-2lmled,Home and Living,Lights,9.5,10,13,1,3,VN,Printway,Size|Style|Title,8,12
ASWLL,Custom Shape 4-Layer Acrylic Standing With Led Light,custom-shape-4-layer-acrylic-standing-with-led-light-aswll,https://printway.io/product/custom-shape-4-layer-acrylic-standing-with-led-light-aswll,Home and Living,Lights,13,13.5,17,1,3,VN,Printway,Size|Style,4,8
4LMWL,Custom Shape 4-Layer Wooden and Acrylic Mirror With LED Light,custom-shape-4-layer-wooden-and-acrylic-mirror-with-led-light-4lmwl,https://printway.io/product/custom-shape-4-layer-wooden-and-acrylic-mirror-with-led-light-4lmwl,Home and Living,Lights,13.49,13.99,18.49,1,3,VN,Printway,Size|Color|Style,6,10
5LEDB,Custom Shape 5-Layer Acrylic LED Keepsake Box with Base,custom-shape-5-layer-acrylic-led-keepsake-box-with-base-5ledb,https://printway.io/product/custom-shape-5-layer-acrylic-led-keepsake-box-with-base-5ledb,Home and Living,Lights,9,9.5,13.5,1,3,VN,Printway,Size|Style|Title,8,9
6LWAL,Custom Shape 6-Layer Wooden And Frosted Acrylic Light,custom-shape-6-layer-wooden-and-frosted-acrylic-light-6lwal,https://printway.io/product/custom-shape-6-layer-wooden-and-frosted-acrylic-light-6lwal,Home and Living,Lights,8.49,8.99,8.99,1,3,VN,Printway,Size|Style,1,7
AWLEDL,Custom Shape Acrylic And Wooden LED Light Lamp,custom-shape-acrylic-and-wooden-led-light-lamp-awledl,https://printway.io/product/custom-shape-acrylic-and-wooden-led-light-lamp-awledl,Home and Living,Lights,8.49,8.99,9.49,1,3,VN,Printway,Size|Style,2,9
ASDCWB,Custom Shape Acrylic Sign Desk Clock With Wooden Base,custom-shape-acrylic-sign-desk-clock-with-wooden-base-asdcwb,https://printway.io/product/custom-shape-acrylic-sign-desk-clock-with-wooden-base-asdcwb,Home and Living,Lights,12.49,12.99,13.99,1,3,VN,Printway,Size|Style|Title,4,8
ATLWB,Custom Shape Acrylic Tracker Led Light With Pine Wooden Base,custom-shape-acrylic-tracker-led-light-with-pine-wooden-base-atlwb,https://printway.io/product/custom-shape-acrylic-tracker-led-light-with-pine-wooden-base-atlwb,Home and Living,Lights,13,14,16.25,1,3,VN,Printway,Size|Style,4,10
2SPLED,Custom Shape Double-Sided Printed Acrylic LED Light With Wooden Base,custom-shape-double-sided-printed-acrylic-led-light-with-wooden-base-2spled,https://printway.io/product/custom-shape-double-sided-printed-acrylic-led-light-with-wooden-base-2spled,Home and Living,Lights,8.5,9.5,14,1,3,VN,Printway,Size|Style|Title,8,14
E3LED,Custom Shape Engraved 3D LED Light with Wooden Base,custom-shape-engraved-3d-led-light-with-wooden-base-e3led,https://printway.io/product/custom-shape-engraved-3d-led-light-with-wooden-base-e3led,Home and Living,Lights,8.25,9.25,13.25,1,3,VN,Printway,Size|Style|Title,8,11
EMALB,Custom Shape Engraved Mirror Acrylic Light Box,custom-shape-engraved-mirror-acrylic-light-box-emalb,https://printway.io/product/custom-shape-engraved-mirror-acrylic-light-box-emalb,Home and Living,Lights,9.49,9.99,14.99,1,3,VN,Printway,Size|Color|Style,24,12
CSPLB,Custom Shape Photo Light Box,custom-shape-photo-light-box-csplb,https://printway.io/product/custom-shape-photo-light-box-csplb,Home and Living,Lights,5.54,6.04,10.29,1,3,VN,Printway,Size|Style|Title,16,15
EALED,Custom Shape Suncatcher Acrylic Night Light Box,custom-shape-suncatcher-acrylic-night-light-box-ealed,https://printway.io/product/custom-shape-suncatcher-acrylic-night-light-box-ealed,Home and Living,Lights,7.49,7.99,10.99,1,3,VN,Printway,Size|Style,6,9
SNLB,Custom Shape Suncatcher Night Light Box,custom-shape-suncatcher-night-light-box-snlb,https://printway.io/product/custom-shape-suncatcher-night-light-box-snlb,Home and Living,Lights,7.25,7.75,7.75,1,3,VN,Printway,Size|Style,1,9
CSWLS,Custom Shape Wooden Lighting Sign,custom-shape-wooden-lighting-sign-cswls,https://printway.io/product/custom-shape-wooden-lighting-sign-cswls,Home and Living,Lights,12.74,13.24,19.24,1,3,VN,Printway,Style|Size|Title,8,15
CWAC,Custom Wooden Advent Calendar,custom-wooden-advent-calendar-cwac,https://printway.io/product/custom-wooden-advent-calendar-cwac,Home and Living,Lights,6.49,6.99,9.99,1,3,VN,Printway,Size|Style,4,8
CWL,Custom Wooden Lamp,custom-wooden-lamp-cwl,https://printway.io/product/custom-wooden-lamp-cwl,Home and Living,Lights,7.74,8.24,10.24,1,3,VN,Printway,Style|Size,2,11
CWNL,Custom Wooden Night Light,custom-wooden-night-light-cwnl,https://printway.io/product/custom-wooden-night-light-cwnl,Home and Living,Lights,6.24,6.74,16.74,1,3,VN,Printway,Material|Style|Size,20,10
CWNLA,Custom Wooden Night Light Art Piece,custom-wooden-night-light-art-piece-cwnla,https://printway.io/product/custom-wooden-night-light-art-piece-cwnla,Home and Living,Lights,6.99,7.49,19.24,1,3,VN,Printway,Material|Style|Size,10,7
DNPNLN,Desk Name Plate Night Light,desk-name-plate-night-light-dnpnln,https://printway.io/product/desk-name-plate-night-light-dnpnln,Home and Living,Lights,1.74,2.24,10.49,1,3,VN,Printway,Size,21,12
DNPNLUS,Desk Name Plate Night Light - US,desk-name-plate-night-light-us-dnpnlus,https://printway.io/product/desk-name-plate-night-light-us-dnpnlus,Home and Living,Lights,4.24,4.74,11.24,3,4,US,Pentifine,Size|Style,9,7
LPLB,Luminous Painting Lighting Box,luminous-painting-lighting-box-lplb,https://printway.io/product/luminous-painting-lighting-box-lplb,Home and Living,Lights,8.24,8.74,8.74,1,3,VN,Printway,Size,1,9
MTWPL,Multi Layered Wooden Plaque with LED,multi-layered-wooden-plaque-with-led-mtwpl,https://printway.io/product/multi-layered-wooden-plaque-with-led-mtwpl,Home and Living,Lights,8.99,9.99,13.99,1,3,VN,Printway,Title|Size|Style,6,11
PMJL,Personalized Mason Jar Light,personalized-mason-jar-light-pmjl,https://printway.io/product/personalized-mason-jar-light-pmjl,Home and Living,Lights,23,24,24,3,5,CN,Relaxlines,Material|Style,4,8
MALB,Personalized Mirror Acrylic Light Box Picture Frame,personalized-mirror-acrylic-light-box-picture-frame-malb,https://printway.io/product/personalized-mirror-acrylic-light-box-picture-frame-malb,Home and Living,Lights,9.49,9.99,10.99,1,3,VN,Printway,Color|Title|Style,8,9
PPFLB,Personalized Picture Frame Light Box,personalized-picture-frame-light-box-ppflb,https://printway.io/product/personalized-picture-frame-light-box-ppflb,Home and Living,Lights,8.02,8.52,9.52,1,3,VN,Printway,Size|Style|Title,4,10
PWFLED,Personalized Wooden Frame LED Light,personalized-wooden-frame-led-light-pwfled,https://printway.io/product/personalized-wooden-frame-led-light-pwfled,Home and Living,Lights,12.49,12.99,13.49,1,3,VN,Printway,Size|Title|Style,2,10
RANL,Rectangle Acrylic Night Light - US,rectangle-acrylic-night-light-us-ranl,https://printway.io/product/rectangle-acrylic-night-light-us-ranl,Home and Living,Lights,9.5,10.5,13,1,3,US,Pentifine,Style|Size|Title,4,7
RPLSL,Round Plastic Led String Light,round-plastic-led-string-light-rplsl,https://printway.io/product/round-plastic-led-string-light-rplsl,Home and Living,Lights,7.49,7.9,7.9,1,3,VN,Printway,Style,1,6
WBL,Wine Bottle Lamp,wine-bottle-lamp-wbl,https://printway.io/product/wine-bottle-lamp-wbl,Home and Living,Lights,25,26,26,3,5,CN,Forudesigns,Style,2,11
BLCM,Black Mug,black-mug-blcm,https://printway.io/product/black-mug-blcm,Home and Living,Mugs,8.13,8.63,9.62,3,5,GB|EU|US,Gearment|Harrier|Pentifine|Print&Logistic|Swift POD,Size,2,9
CCMUG,Cauldron Ceramic Mug,cauldron-ceramic-mug-ccmug,https://printway.io/product/cauldron-ceramic-mug-ccmug,Home and Living,Mugs,17,17.5,19,3,5,CN,Cjzesty,Color|Style,4,13
CCM,Color Changing Mug,color-changing-mug-ccm,https://printway.io/product/color-changing-mug-ccm,Home and Living,Mugs,5.6,6.1,9.1,3,5,AU|US,Gearment|Prima,Size,2,10
EMCP,Enamel Mug,enamel-mug-emcp,https://printway.io/product/enamel-mug-emcp,Home and Living,Mugs,19.1,20.1,20.1,3,5,CN,Relaxlines,Size,1,10
ENMMAU,Enamel Mug,enamel-mug-enmmau,https://printway.io/product/enamel-mug-enmmau,Home and Living,Mugs,14.26,15.15,15.15,3,5,AU,The Print Bar,Style|Size,2,13
EGSSM,Engraved Stainless Steel Mug,engraved-stainless-steel-mug-egssm,https://printway.io/product/engraved-stainless-steel-mug-egssm,Home and Living,Mugs,17.92,18.42,19.42,5,7,CN,Relaxlines,Color|Style,8,10
FCUP,Frosted Cups,frosted-cups-fcup,https://printway.io/product/frosted-cups-fcup,Home and Living,Mugs,8,8.5,30.5,3,5,CN,Cjzesty,Size|Style,6,10
PPMG,Personalized Pottery Mug,personalized-pottery-mug-ppmg,https://printway.io/product/personalized-pottery-mug-ppmg,Home and Living,Mugs,16.74,17.24,17.74,3,5,CN,Cjzesty|Relaxlines,Color|Style,16,8
PPCM,Plant Pot Ceramic Mug,plant-pot-ceramic-mug-ppcm,https://printway.io/product/plant-pot-ceramic-mug-ppcm,Home and Living,Mugs,16.5,17,18,3,5,CN,Cjzesty,Style,2,11
SSCM,Stainless Steel Carabiner Mug,stainless-steel-carabiner-mug-sscm,https://printway.io/product/stainless-steel-carabiner-mug-sscm,Home and Living,Mugs,8.49,8.99,8.99,1,3,VN,Printway,Style,2,9
TTMUS,Two-tone Ceramic Mug,two-tone-ceramic-mug-ttmus,https://printway.io/product/two-tone-ceramic-mug-ttmus,Home and Living,Mugs,7.1,7.85,10.85,3,5,EU|AU|GB|US,Custom Cat|Gearment|Harrier|Pentifine|Print&Logistic|Swift POD|The Print Bar,Size|Style,14,12
WHCM,White Mug,white-mug-whcm,https://printway.io/product/white-mug-whcm,Home and Living,Mugs,4.7,5.64,8.34,3,5,AU|GB|EU|US,Gearment|Harrier|Pentifine|Prima|Print Clever|Print&Logistic|Swift POD,Size,2,18
ORNWUS,1 Layer Suncatcher Ornament - US,1-layer-suncatcher-ornament-us-ornwus,https://printway.io/product/1-layer-suncatcher-ornament-us-ornwus,Home and Living,Ornaments,3.5,4.25,11.75,1,3,US,Pentifine,Size|Title,33,7
ACOWB,1-Layer Acrylic Christmas Ornament With Bell,1-layer-acrylic-christmas-ornament-with-bell-acowb,https://printway.io/product/1-layer-acrylic-christmas-ornament-with-bell-acowb,Home and Living,Ornaments,3.14,3.44,3.59,1,3,VN,Printway,Size|Style,16,7
1LAOWC,1-Layer Acrylic Christmas Ornament With Charms,1-layer-acrylic-christmas-ornament-with-charms-1laowc,https://printway.io/product/1-layer-acrylic-christmas-ornament-with-charms-1laowc,Home and Living,Ornaments,4.49,4.99,6.99,1,3,VN,Printway,Size,5,6
1LHOWC,1-Layer Hologram Christmas Ornament With Charms,1-layer-hologram-christmas-ornament-with-charms-1lhowc,https://printway.io/product/1-layer-hologram-christmas-ornament-with-charms-1lhowc,Home and Living,Ornaments,4.99,5.49,7.49,1,3,VN,Printway,Material|Size,10,7
WCOWB,1-Layer Wooden Christmas Ornament With Bell,1-layer-wooden-christmas-ornament-with-bell-wcowb,https://printway.io/product/1-layer-wooden-christmas-ornament-with-bell-wcowb,Home and Living,Ornaments,2.64,2.94,3.34,1,3,VN,Printway,Size|Style,16,7
1LOWC,1-Layer Wooden Christmas Ornament With Charms,1-layer-wooden-christmas-ornament-with-charms-1lowc,https://printway.io/product/1-layer-wooden-christmas-ornament-with-charms-1lowc,Home and Living,Ornaments,3.74,4.24,6.24,1,3,VN,Printway,Size,5,6
2LAO,2 Layered Acrylic Ornament,2-layered-acrylic-ornament-2lao,https://printway.io/product/2-layered-acrylic-ornament-2lao,Home and Living,Ornaments,4.75,5.25,5.75,1,3,VN,Printway,Size,5,12
2LMORM,2 Layered Mix Ornament,2-layered-mix-ornament-2lmorm,https://printway.io/product/2-layered-mix-ornament-2lmorm,Home and Living,Ornaments,4.2,4.7,4.95,1,3,VN,Printway,Size|Title,4,12
2LMPORN,2 Layered Mix Piece Ornament,2-layered-mix-piece-ornament-2lmporn,https://printway.io/product/2-layered-mix-piece-ornament-2lmporn,Home and Living,Ornaments,4.2,4.7,7.24,1,3,VN,Printway,Size|Title|Material,24,7
2LPWOR,2 Layered Piece Wooden Ornament,2-layered-piece-wooden-ornament-2lpwor,https://printway.io/product/2-layered-piece-wooden-ornament-2lpwor,Home and Living,Ornaments,3.7,3.9,7.74,1,3,VN,Printway,Size,18,14
2LWORM,2 Layered Wooden Ornament,2-layered-wooden-ornament-2lworm,https://printway.io/product/2-layered-wooden-ornament-2lworm,Home and Living,Ornaments,,,3.55,1,3,VN,Printway,Size|Title,2,12
2LWOHP,2 Layered Wooden Ornament with Hanging Piece,2-layered-wooden-ornament-with-hanging-piece-2lwohp,https://printway.io/product/2-layered-wooden-ornament-with-hanging-piece-2lwohp,Home and Living,Ornaments,3.5,4,7,1,3,VN,Printway,Size|Title,5,7
2LAOWC,2-Layer Acrylic Christmas Ornament with Charms,2-layer-acrylic-christmas-ornament-with-charms-2laowc,https://printway.io/product/2-layer-acrylic-christmas-ornament-with-charms-2laowc,Home and Living,Ornaments,4.99,5.49,6.99,1,3,VN,Printway,Material|Size,2,6
2LHOWC,2-Layer Hologram Christmas Ornament With Charms,2-layer-hologram-christmas-ornament-with-charms-2lhowc,https://printway.io/product/2-layer-hologram-christmas-ornament-with-charms-2lhowc,Home and Living,Ornaments,6.24,6.74,8.74,1,3,VN,Printway,Material|Size,10,7
2LPACO,2-Layer Piece Acrylic Christmas Ornament,2-layer-piece-acrylic-christmas-ornament-2lpaco,https://printway.io/product/2-layer-piece-acrylic-christmas-ornament-2lpaco,Home and Living,Ornaments,4.75,5.25,7,1,3,VN,Printway,Size|Style,5,10
2LTAOWC,2-Layer Transparent Acrylic Christmas Ornament With Charms,2-layer-transparent-acrylic-christmas-ornament-with-charms-2ltaowc,https://printway.io/product/2-layer-transparent-acrylic-christmas-ornament-with-charms-2ltaowc,Home and Living,Ornaments,5.74,6.24,8.24,1,3,VN,Printway,Size,5,6
2LWAWC,2-Layer Wooden And Acrylic Christmas Ornament with Charms,2-layer-wooden-and-acrylic-christmas-ornament-with-charms-2lwawc,https://printway.io/product/2-layer-wooden-and-acrylic-christmas-ornament-with-charms-2lwawc,Home and Living,Ornaments,4.49,4.99,6.49,1,3,VN,Printway,Material|Size,4,7
2LOWC,2-Layer Wooden Christmas Ornament With Charms,2-layer-wooden-christmas-ornament-with-charms-2lowc,https://printway.io/product/2-layer-wooden-christmas-ornament-with-charms-2lowc,Home and Living,Ornaments,4.99,5.49,7.49,1,3,VN,Printway,Size,5,7
3LCSO,3 Layered Christmas Shaker Ornament,3-layered-christmas-shaker-ornament-3lcso,https://printway.io/product/3-layered-christmas-shaker-ornament-3lcso,Home and Living,Ornaments,5.99,6.49,10.49,1,3,VN,Printway,Size,12,6
3LPWOR,3 Layered Wooden Ornament,3-layered-wooden-ornament-3lpwor,https://printway.io/product/3-layered-wooden-ornament-3lpwor,Home and Living,Ornaments,4.95,5.45,6.45,1,3,VN,Printway,Size,4,5
3LAONM,3-Layer Acrylic Christmas Ornament,3-layer-acrylic-christmas-ornament-3laonm,https://printway.io/product/3-layer-acrylic-christmas-ornament-3laonm,Home and Living,Ornaments,5.75,6.25,7.25,1,3,VN,Printway,Size,3,7
3LSMO,3-Layer Wood And Acrylic Shaker Ornament,3-layer-wood-and-acrylic-shaker-ornament-3lsmo,https://printway.io/product/3-layer-wood-and-acrylic-shaker-ornament-3lsmo,Home and Living,Ornaments,3.75,4.25,8.25,1,3,VN,Printway,Material|Size,6,7
3LWACO,3-Layer Wooden And Acrylic Christmas Ornament,3-layer-wooden-and-acrylic-christmas-ornament-3lwaco,https://printway.io/product/3-layer-wooden-and-acrylic-christmas-ornament-3lwaco,Home and Living,Ornaments,4.5,5,6.75,1,3,VN,Printway,Material|Size,5,7
3DHO,3D Hanging Ornament,3d-hanging-ornament-3dho,https://printway.io/product/3d-hanging-ornament-3dho,Home and Living,Ornaments,3.5,4,6.75,1,3,VN,Printway,Material|Style|Size,12,7
45LORM,4-5 Layered Wooden Ornament,4-5-layered-wooden-ornament-45lorm,https://printway.io/product/4-5-layered-wooden-ornament-45lorm,Home and Living,Ornaments,5,5.5,9,1,3,VN,Printway,Material|Style|Size,16,13
